Degree,Actual,LOMAX,GLM Type-I,GLM Type-II,GLM Type-III,GLM Type-IV,,PowerLaw_Estimated,Pareto_Estimated,Lognornal_Estimated,PowerLaw_Cutoff_Estimated,Exponential_Estimated
3248,0,0.062459735,0.060827066,0.06409691,0.062989297,0.040965281,,0.050603949,0.050603949,0.000000259,1.65E-18,1.13E-69
3249,1,0.062419303,0.06078772,0.064055519,0.062948404,0.040937531,,0.050573231,0.050573231,0.000000259,1.63E-18,1.13E-69
3250,0,0.06237891,0.060748412,0.064014168,0.06290755,0.040909808,,0.050542541,0.050542541,0.000000258,1.61E-18,1.13E-69
3251,0,0.062338555,0.060709141,0.063972856,0.062866735,0.040882112,,0.050511879,0.050511879,0.000000258,1.59E-18,1.13E-69
3252,0,0.062298239,0.060669908,0.063931583,0.062825959,0.040854444,,0.050481246,0.050481246,0.000000257,1.57E-18,1.13E-69
3253,0,0.062257961,0.060630712,0.06389035,0.062785222,0.040826802,,0.05045064,0.05045064,0.000000257,1.55E-18,1.13E-69
3254,0,0.062217722,0.060591554,0.063849156,0.062744524,0.040799188,,0.050420062,0.050420062,0.000000256,1.53E-18,1.13E-69
3255,0,0.062177521,0.060552433,0.063808001,0.062703865,0.040771601,,0.050389512,0.050389512,0.000000256,1.51E-18,1.13E-69
3256,0,0.062137358,0.060513349,0.063766885,0.062663245,0.040744041,,0.05035899,0.05035899,0.000000255,1.49E-18,1.13E-69
3257,0,0.062097233,0.060474302,0.063725809,0.062622663,0.040716509,,0.050328496,0.050328496,0.000000255,1.47E-18,1.13E-69
3258,0,0.062057147,0.060435293,0.063684771,0.06258212,0.040689003,,0.050298029,0.050298029,0.000000254,1.45E-18,1.13E-69
3259,0,0.062017099,0.060396321,0.063643773,0.062541616,0.040661524,,0.050267591,0.050267591,0.000000254,1.43E-18,1.13E-69
3260,0,0.061977089,0.060357386,0.063602813,0.062501151,0.040634072,,0.05023718,0.05023718,0.000000253,1.41E-18,1.13E-69
3261,0,0.061937117,0.060318488,0.063561893,0.062460724,0.040606648,,0.050206797,0.050206797,0.000000253,1.39E-18,1.13E-69
3262,0,0.061897183,0.060279626,0.063521011,0.062420335,0.04057925,,0.050176442,0.050176442,0.000000252,1.37E-18,1.13E-69
3263,0,0.061857288,0.060240802,0.063480168,0.062379985,0.040551879,,0.050146114,0.050146114,0.000000252,1.35E-18,1.13E-69
3264,0,0.06181743,0.060202015,0.063439364,0.062339674,0.040524535,,0.050115814,0.050115814,0.000000251,1.34E-18,1.13E-69
3265,0,0.06177761,0.060163264,0.063398598,0.0622994,0.040497217,,0.050085541,0.050085541,0.000000251,1.32E-18,1.13E-69
3266,0,0.061737827,0.060124551,0.063357871,0.062259166,0.040469927,,0.050055296,0.050055296,0.00000025,1.30E-18,1.13E-69
3267,0,0.061698083,0.060085874,0.063317183,0.062218969,0.040442663,,0.050025079,0.050025079,0.00000025,1.28E-18,1.13E-69
3268,0,0.061658376,0.060047234,0.063276533,0.062178811,0.040415426,,0.049994888,0.049994888,0.000000249,1.27E-18,1.13E-69
3269,0,0.061618707,0.06000863,0.063235922,0.062138691,0.040388215,,0.049964726,0.049964726,0.000000249,1.25E-18,1.13E-69
3270,0,0.061579076,0.059970064,0.06319535,0.062098609,0.040361031,,0.049934591,0.049934591,0.000000248,1.23E-18,1.13E-69
3271,0,0.061539482,0.059931533,0.063154815,0.062058565,0.040333874,,0.049904483,0.049904483,0.000000248,1.22E-18,1.13E-69
3272,0,0.061499926,0.05989304,0.063114319,0.062018559,0.040306743,,0.049874402,0.049874402,0.000000247,1.20E-18,1.13E-69
3273,0,0.061460407,0.059854582,0.063073862,0.061978591,0.040279639,,0.049844349,0.049844349,0.000000247,1.18E-18,1.13E-69
3274,0,0.061420925,0.059816161,0.063033443,0.061938661,0.040252561,,0.049814324,0.049814324,0.000000246,1.17E-18,1.13E-69
3275,0,0.061381481,0.059777777,0.062993062,0.061898769,0.04022551,,0.049784325,0.049784325,0.000000246,1.15E-18,1.13E-69
3276,0,0.061342075,0.059739429,0.062952719,0.061858915,0.040198485,,0.049754354,0.049754354,0.000000245,1.14E-18,1.13E-69
3277,0,0.061302706,0.059701117,0.062912414,0.061819099,0.040171487,,0.049724409,0.049724409,0.000000245,1.12E-18,1.13E-69
3278,0,0.061263374,0.059662842,0.062872147,0.06177932,0.040144515,,0.049694492,0.049694492,0.000000244,1.11E-18,1.13E-69
3279,0,0.061224079,0.059624602,0.062831919,0.061739579,0.040117569,,0.049664602,0.049664602,0.000000244,1.09E-18,1.13E-69
3280,0,0.061184821,0.059586399,0.062791728,0.061699876,0.04009065,,0.04963474,0.04963474,0.000000243,1.08E-18,1.13E-69
3281,0,0.061145601,0.059548232,0.062751575,0.06166021,0.040063757,,0.049604904,0.049604904,0.000000243,1.06E-18,1.13E-69
3282,0,0.061106417,0.059510101,0.062711461,0.061620582,0.04003689,,0.049575095,0.049575095,0.000000242,1.05E-18,1.13E-69
3283,0,0.061067271,0.059472006,0.062671384,0.061580992,0.040010049,,0.049545313,0.049545313,0.000000242,1.04E-18,1.13E-69
3284,0,0.061028162,0.059433947,0.062631344,0.061541439,0.039983234,,0.049515558,0.049515558,0.000000241,1.02E-18,1.13E-69
3285,0,0.060989089,0.059395925,0.062591343,0.061501923,0.039956446,,0.04948583,0.04948583,0.000000241,1.01E-18,1.13E-69
3286,0,0.060950053,0.059357937,0.062551379,0.061462445,0.039929683,,0.049456129,0.049456129,0.00000024,9.96E-19,1.13E-69
3287,0,0.060911055,0.059319986,0.062511453,0.061423004,0.039902947,,0.049426455,0.049426455,0.00000024,9.83E-19,1.13E-69
3288,0,0.060872093,0.059282071,0.062471565,0.0613836,0.039876237,,0.049396808,0.049396808,0.000000239,9.70E-19,1.13E-69
3289,0,0.060833168,0.059244191,0.062431714,0.061344234,0.039849553,,0.049367187,0.049367187,0.000000239,9.57E-19,1.13E-69
3290,0,0.060794279,0.059206347,0.062391901,0.061304905,0.039822894,,0.049337594,0.049337594,0.000000238,9.44E-19,1.13E-69
3291,0,0.060755427,0.059168539,0.062352125,0.061265613,0.039796262,,0.049308026,0.049308026,0.000000238,9.32E-19,1.13E-69
3292,0,0.060716612,0.059130766,0.062312387,0.061226358,0.039769655,,0.049278486,0.049278486,0.000000237,9.19E-19,1.13E-69
3293,0,0.060677834,0.059093029,0.062272686,0.06118714,0.039743075,,0.049248972,0.049248972,0.000000237,9.07E-19,1.13E-69
3294,0,0.060639092,0.059055328,0.062233022,0.061147959,0.03971652,,0.049219485,0.049219485,0.000000237,8.95E-19,1.13E-69
3295,0,0.060600386,0.059017662,0.062193395,0.061108815,0.039689991,,0.049190025,0.049190025,0.000000236,8.83E-19,1.13E-69
3296,1,0.060561717,0.058980031,0.062153806,0.061069708,0.039663487,,0.049160591,0.049160591,0.000000236,8.71E-19,1.13E-69
3297,0,0.060523084,0.058942436,0.062114254,0.061030638,0.03963701,,0.049131183,0.049131183,0.000000235,8.60E-19,1.13E-69
3298,0,0.060484488,0.058904876,0.062074739,0.060991605,0.039610558,,0.049101803,0.049101803,0.000000235,8.48E-19,1.13E-69
3299,0,0.060445927,0.058867352,0.062035262,0.060952608,0.039584132,,0.049072448,0.049072448,0.000000234,8.37E-19,1.13E-69
3300,0,0.060407403,0.058829863,0.061995821,0.060913648,0.039557731,,0.04904312,0.04904312,0.000000234,8.26E-19,1.13E-69
3301,0,0.060368916,0.058792409,0.061956417,0.060874725,0.039531356,,0.049013819,0.049013819,0.000000233,8.15E-19,1.13E-69
3302,0,0.060330464,0.05875499,0.061917051,0.060835839,0.039505007,,0.048984543,0.048984543,0.000000233,8.04E-19,1.13E-69
3303,0,0.060292049,0.058717606,0.061877721,0.060796989,0.039478683,,0.048955295,0.048955295,0.000000232,7.94E-19,1.13E-69
3304,0,0.06025367,0.058680258,0.061838428,0.060758176,0.039452385,,0.048926072,0.048926072,0.000000232,7.83E-19,1.13E-69
3305,0,0.060215326,0.058642944,0.061799172,0.060719399,0.039426112,,0.048896876,0.048896876,0.000000231,7.73E-19,1.13E-69
3306,0,0.060177019,0.058605666,0.061759952,0.060680658,0.039399864,,0.048867706,0.048867706,0.000000231,7.63E-19,1.13E-69
3307,0,0.060138748,0.058568422,0.06172077,0.060641954,0.039373642,,0.048838562,0.048838562,0.000000231,7.52E-19,1.13E-69
3308,0,0.060100512,0.058531214,0.061681624,0.060603287,0.039347445,,0.048809444,0.048809444,0.00000023,7.43E-19,1.13E-69
3309,0,0.060062313,0.05849404,0.061642515,0.060564656,0.039321274,,0.048780353,0.048780353,0.00000023,7.33E-19,1.13E-69
3310,0,0.060024149,0.058456901,0.061603442,0.060526061,0.039295128,,0.048751287,0.048751287,0.000000229,7.23E-19,1.13E-69
3311,0,0.059986021,0.058419797,0.061564406,0.060487502,0.039269007,,0.048722248,0.048722248,0.000000229,7.13E-19,1.13E-69
3312,0,0.059947928,0.058382728,0.061525406,0.060448979,0.039242912,,0.048693235,0.048693235,0.000000228,7.04E-19,1.13E-69
3313,0,0.059909872,0.058345693,0.061486443,0.060410493,0.039216841,,0.048664248,0.048664248,0.000000228,6.95E-19,1.13E-69
3314,0,0.059871851,0.058308693,0.061447517,0.060372043,0.039190796,,0.048635287,0.048635287,0.000000227,6.85E-19,1.13E-69
3315,0,0.059833865,0.058271728,0.061408626,0.060333629,0.039164776,,0.048606351,0.048606351,0.000000227,6.76E-19,1.13E-69
3316,0,0.059795915,0.058234798,0.061369772,0.06029525,0.039138781,,0.048577442,0.048577442,0.000000226,6.67E-19,1.13E-69
3317,1,0.059758001,0.058197901,0.061330954,0.060256908,0.039112811,,0.048548559,0.048548559,0.000000226,6.59E-19,1.13E-69
3318,0,0.059720122,0.05816104,0.061292173,0.060218602,0.039086867,,0.048519701,0.048519701,0.000000226,6.50E-19,1.13E-69
3319,0,0.059682278,0.058124213,0.061253428,0.060180331,0.039060947,,0.04849087,0.04849087,0.000000225,6.41E-19,1.13E-69
3320,0,0.05964447,0.05808742,0.061214719,0.060142097,0.039035052,,0.048462064,0.048462064,0.000000225,6.33E-19,1.13E-69
3321,0,0.059606697,0.058050661,0.061176046,0.060103898,0.039009182,,0.048433284,0.048433284,0.000000224,6.24E-19,1.13E-69
3322,0,0.05956896,0.058013937,0.061137409,0.060065735,0.038983337,,0.048404529,0.048404529,0.000000224,6.16E-19,1.13E-69
3323,0,0.059531257,0.057977247,0.061098808,0.060027607,0.038957517,,0.048375801,0.048375801,0.000000223,6.08E-19,1.13E-69
3324,0,0.05949359,0.057940592,0.061060243,0.059989516,0.038931722,,0.048347098,0.048347098,0.000000223,6.00E-19,1.13E-69
3325,0,0.059455958,0.05790397,0.061021714,0.059951459,0.038905952,,0.048318421,0.048318421,0.000000222,5.92E-19,1.13E-69
3326,0,0.059418361,0.057867383,0.06098322,0.059913439,0.038880206,,0.048289769,0.048289769,0.000000222,5.84E-19,1.13E-69
3327,0,0.0593808,0.05783083,0.060944763,0.059875454,0.038854486,,0.048261143,0.048261143,0.000000222,5.76E-19,1.13E-69
3328,0,0.059343273,0.057794311,0.060906341,0.059837504,0.03882879,,0.048232542,0.048232542,0.000000221,5.69E-19,1.13E-69
3329,0,0.059305781,0.057757826,0.060867956,0.05979959,0.038803118,,0.048203967,0.048203967,0.000000221,5.61E-19,1.13E-69
3330,0,0.059268324,0.057721375,0.060829606,0.059761711,0.038777472,,0.048175418,0.048175418,0.00000022,5.54E-19,1.13E-69
3331,0,0.059230902,0.057684958,0.060791291,0.059723868,0.03875185,,0.048146894,0.048146894,0.00000022,5.46E-19,1.13E-69
3332,0,0.059193515,0.057648575,0.060753012,0.05968606,0.038726252,,0.048118395,0.048118395,0.000000219,5.39E-19,1.13E-69
3333,0,0.059156162,0.057612226,0.060714769,0.059648287,0.038700679,,0.048089922,0.048089922,0.000000219,5.32E-19,1.13E-69
3334,0,0.059118845,0.05757591,0.060676561,0.05961055,0.038675131,,0.048061475,0.048061475,0.000000219,5.25E-19,1.13E-69
3335,0,0.059081562,0.057539629,0.060638389,0.059572847,0.038649607,,0.048033052,0.048033052,0.000000218,5.18E-19,1.13E-69
3336,0,0.059044314,0.057503381,0.060600252,0.05953518,0.038624108,,0.048004655,0.048004655,0.000000218,5.11E-19,1.13E-69
3337,0,0.0590071,0.057467166,0.060562151,0.059497548,0.038598633,,0.047976283,0.047976283,0.000000217,5.04E-19,1.13E-69
3338,0,0.058969921,0.057430986,0.060524085,0.05945995,0.038573183,,0.047947937,0.047947937,0.000000217,4.98E-19,1.13E-69
3339,0,0.058932777,0.057394839,0.060486054,0.059422388,0.038547757,,0.047919616,0.047919616,0.000000216,4.91E-19,1.13E-69
3340,0,0.058895667,0.057358725,0.060448059,0.059384861,0.038522355,,0.04789132,0.04789132,0.000000216,4.85E-19,1.13E-69
3341,1,0.058858591,0.057322646,0.060410099,0.059347369,0.038496978,,0.047863049,0.047863049,0.000000216,4.78E-19,1.13E-69
3342,0,0.05882155,0.057286599,0.060372174,0.059309911,0.038471625,,0.047834803,0.047834803,0.000000215,4.72E-19,1.13E-69
3343,0,0.058784543,0.057250586,0.060334284,0.059272489,0.038446297,,0.047806582,0.047806582,0.000000215,4.66E-19,1.13E-69
3344,0,0.058747571,0.057214607,0.060296429,0.059235101,0.038420992,,0.047778387,0.047778387,0.000000214,4.59E-19,1.13E-69
3345,0,0.058710633,0.057178661,0.060258609,0.059197748,0.038395712,,0.047750216,0.047750216,0.000000214,4.53E-19,1.13E-69
3346,0,0.058673729,0.057142748,0.060220824,0.05916043,0.038370456,,0.047722071,0.047722071,0.000000213,4.47E-19,1.13E-69
3347,0,0.05863686,0.057106868,0.060183075,0.059123146,0.038345224,,0.04769395,0.04769395,0.000000213,4.41E-19,1.13E-69
3348,0,0.058600024,0.057071022,0.06014536,0.059085897,0.038320016,,0.047665855,0.047665855,0.000000213,4.36E-19,1.13E-69
3349,0,0.058563223,0.057035209,0.06010768,0.059048682,0.038294832,,0.047637784,0.047637784,0.000000212,4.30E-19,1.13E-69
3350,0,0.058526456,0.056999429,0.060070035,0.059011502,0.038269673,,0.047609738,0.047609738,0.000000212,4.24E-19,1.13E-69
3351,0,0.058489723,0.056963682,0.060032425,0.058974357,0.038244537,,0.047581718,0.047581718,0.000000211,4.18E-19,1.13E-69
3352,0,0.058453023,0.056927969,0.059994849,0.058937246,0.038219425,,0.047553722,0.047553722,0.000000211,4.13E-19,1.13E-69
3353,0,0.058416358,0.056892288,0.059957308,0.058900169,0.038194338,,0.047525751,0.047525751,0.000000211,4.07E-19,1.13E-69
3354,0,0.058379727,0.05685664,0.059919802,0.058863127,0.038169274,,0.047497804,0.047497804,0.00000021,4.02E-19,1.13E-69
3355,0,0.058343129,0.056821026,0.05988233,0.058826119,0.038144234,,0.047469883,0.047469883,0.00000021,3.97E-19,1.13E-69
3356,0,0.058306566,0.056785444,0.059844894,0.058789145,0.038119218,,0.047441986,0.047441986,0.000000209,3.91E-19,1.13E-69
3357,0,0.058270036,0.056749895,0.059807491,0.058752206,0.038094226,,0.047414113,0.047414113,0.000000209,3.86E-19,1.13E-69
3358,0,0.05823354,0.056714379,0.059770123,0.058715301,0.038069258,,0.047386266,0.047386266,0.000000208,3.81E-19,1.13E-69
3359,0,0.058197078,0.056678896,0.05973279,0.05867843,0.038044314,,0.047358443,0.047358443,0.000000208,3.76E-19,1.13E-69
3360,0,0.058160649,0.056643445,0.059695491,0.058641593,0.038019393,,0.047330645,0.047330645,0.000000208,3.71E-19,1.13E-69
3361,0,0.058124254,0.056608027,0.059658226,0.05860479,0.037994496,,0.047302871,0.047302871,0.000000207,3.66E-19,1.13E-69
3362,0,0.058087893,0.056572642,0.059620996,0.058568021,0.037969623,,0.047275122,0.047275122,0.000000207,3.61E-19,1.13E-69
3363,0,0.058051565,0.05653729,0.0595838,0.058531286,0.037944773,,0.047247397,0.047247397,0.000000206,3.57E-19,1.13E-69
3364,0,0.05801527,0.05650197,0.059546638,0.058494585,0.037919947,,0.047219697,0.047219697,0.000000206,3.52E-19,1.13E-69
3365,0,0.057979009,0.056466683,0.05950951,0.058457918,0.037895145,,0.047192022,0.047192022,0.000000206,3.47E-19,1.13E-69
3366,0,0.057942782,0.056431428,0.059472417,0.058421285,0.037870366,,0.04716437,0.04716437,0.000000205,3.43E-19,1.13E-69
3367,0,0.057906588,0.056396206,0.059435358,0.058384686,0.037845611,,0.047136744,0.047136744,0.000000205,3.38E-19,1.13E-69
3368,0,0.057870427,0.056361016,0.059398332,0.05834812,0.037820879,,0.047109141,0.047109141,0.000000204,3.34E-19,1.13E-69
3369,0,0.0578343,0.056325858,0.059361341,0.058311588,0.037796171,,0.047081563,0.047081563,0.000000204,3.29E-19,1.13E-69
3370,1,0.057798205,0.056290733,0.059324384,0.05827509,0.037771486,,0.047054009,0.047054009,0.000000204,3.25E-19,1.13E-69
3371,0,0.057762144,0.056255641,0.059287461,0.058238626,0.037746825,,0.04702648,0.04702648,0.000000203,3.20E-19,1.13E-69
3372,0,0.057726116,0.05622058,0.059250572,0.058202195,0.037722187,,0.046998975,0.046998975,0.000000203,3.16E-19,1.13E-69
3373,0,0.057690122,0.056185552,0.059213716,0.058165797,0.037697573,,0.046971494,0.046971494,0.000000202,3.12E-19,1.13E-69
3374,0,0.05765416,0.056150556,0.059176895,0.058129434,0.037672981,,0.046944037,0.046944037,0.000000202,3.08E-19,1.13E-69
3375,0,0.057618232,0.056115592,0.059140107,0.058093103,0.037648414,,0.046916604,0.046916604,0.000000202,3.04E-19,1.13E-69
3376,0,0.057582336,0.05608066,0.059103353,0.058056807,0.037623869,,0.046889196,0.046889196,0.000000201,3.00E-19,1.13E-69
3377,0,0.057546474,0.056045761,0.059066633,0.058020543,0.037599348,,0.046861812,0.046861812,0.000000201,2.96E-19,1.13E-69
3378,0,0.057510644,0.056010893,0.059029946,0.057984313,0.03757485,,0.046834452,0.046834452,0.0000002,2.92E-19,1.13E-69
3379,0,0.057474847,0.055976058,0.058993293,0.057948116,0.037550375,,0.046807115,0.046807115,0.0000002,2.88E-19,1.13E-69
3380,0,0.057439084,0.055941254,0.058956674,0.057911953,0.037525923,,0.046779803,0.046779803,0.0000002,2.84E-19,1.13E-69
3381,0,0.057403353,0.055906482,0.058920088,0.057875823,0.037501495,,0.046752515,0.046752515,0.000000199,2.80E-19,1.13E-69
3382,2,0.057367654,0.055871743,0.058883535,0.057839726,0.037477089,,0.046725251,0.046725251,0.000000199,2.77E-19,1.13E-69
3383,0,0.057331989,0.055837035,0.058847016,0.057803662,0.037452707,,0.046698011,0.046698011,0.000000199,2.73E-19,1.13E-69
3384,0,0.057296356,0.055802359,0.058810531,0.057767632,0.037428348,,0.046670795,0.046670795,0.000000198,2.69E-19,1.13E-69
3385,0,0.057260756,0.055767714,0.058774079,0.057731634,0.037404012,,0.046643602,0.046643602,0.000000198,2.66E-19,1.13E-69
3386,0,0.057225189,0.055733102,0.05873766,0.057695669,0.037379698,,0.046616434,0.046616434,0.000000197,2.62E-19,1.13E-69
3387,0,0.057189654,0.055698521,0.058701275,0.057659738,0.037355408,,0.046589289,0.046589289,0.000000197,2.59E-19,1.13E-69
3388,0,0.057154151,0.055663972,0.058664923,0.057623839,0.037331141,,0.046562168,0.046562168,0.000000197,2.56E-19,1.13E-69
3389,0,0.057118681,0.055629454,0.058628604,0.057587974,0.037306896,,0.046535071,0.046535071,0.000000196,2.52E-19,1.13E-69
3390,0,0.057083244,0.055594968,0.058592318,0.057552141,0.037282675,,0.046507998,0.046507998,0.000000196,2.49E-19,1.13E-69
3391,0,0.057047839,0.055560514,0.058556065,0.057516341,0.037258476,,0.046480949,0.046480949,0.000000195,2.45E-19,1.13E-69
3392,0,0.057012467,0.055526091,0.058519846,0.057480574,0.037234301,,0.046453923,0.046453923,0.000000195,2.42E-19,1.13E-69
3393,0,0.056977126,0.0554917,0.058483659,0.05744484,0.037210148,,0.046426921,0.046426921,0.000000195,2.39E-19,1.13E-69
3394,0,0.056941818,0.05545734,0.058447506,0.057409138,0.037186017,,0.046399942,0.046399942,0.000000194,2.36E-19,1.13E-69
3395,0,0.056906543,0.055423011,0.058411386,0.057373469,0.03716191,,0.046372987,0.046372987,0.000000194,2.33E-19,1.13E-69
3396,0,0.056871299,0.055388714,0.058375298,0.057337833,0.037137825,,0.046346056,0.046346056,0.000000194,2.30E-19,1.13E-69
3397,0,0.056836088,0.055354448,0.058339244,0.057302229,0.037113763,,0.046319148,0.046319148,0.000000193,2.27E-19,1.13E-69
3398,0,0.056800909,0.055320213,0.058303222,0.057266658,0.037089724,,0.046292264,0.046292264,0.000000193,2.24E-19,1.13E-69
3399,0,0.056765762,0.05528601,0.058267233,0.05723112,0.037065707,,0.046265403,0.046265403,0.000000192,2.21E-19,1.13E-69
3400,0,0.056730647,0.055251837,0.058231277,0.057195614,0.037041713,,0.046238566,0.046238566,0.000000192,2.18E-19,1.13E-69
3401,0,0.056695564,0.055217696,0.058195354,0.05716014,0.037017741,,0.046211752,0.046211752,0.000000192,2.15E-19,1.13E-69
3402,0,0.056660513,0.055183587,0.058159463,0.057124699,0.036993792,,0.046184962,0.046184962,0.000000191,2.12E-19,1.13E-69
3403,0,0.056625494,0.055149508,0.058123605,0.05708929,0.036969866,,0.046158195,0.046158195,0.000000191,2.09E-19,1.13E-69
3404,0,0.056590507,0.05511546,0.05808778,0.057053914,0.036945962,,0.046131451,0.046131451,0.000000191,2.06E-19,1.13E-69
3405,0,0.056555552,0.055081443,0.058051987,0.05701857,0.03692208,,0.046104731,0.046104731,0.00000019,2.04E-19,1.13E-69
3406,0,0.056520629,0.055047458,0.058016227,0.056983258,0.036898221,,0.046078034,0.046078034,0.00000019,2.01E-19,1.13E-69
3407,0,0.056485737,0.055013503,0.057980499,0.056947978,0.036874384,,0.04605136,0.04605136,0.00000019,1.98E-19,1.13E-69
3408,0,0.056450878,0.054979579,0.057944804,0.056912731,0.03685057,,0.04602471,0.04602471,0.000000189,1.96E-19,1.13E-69
3409,0,0.05641605,0.054945686,0.057909141,0.056877515,0.036826778,,0.045998083,0.045998083,0.000000189,1.93E-19,1.13E-69
3410,0,0.056381253,0.054911824,0.057873511,0.056842332,0.036803009,,0.045971479,0.045971479,0.000000188,1.91E-19,1.13E-69
3411,0,0.056346489,0.054877992,0.057837913,0.056807181,0.036779261,,0.045944898,0.045944898,0.000000188,1.88E-19,1.13E-69
3412,0,0.056311756,0.054844192,0.057802347,0.056772062,0.036755536,,0.045918341,0.045918341,0.000000188,1.86E-19,1.13E-69
